private,public,position,round,action,bet_size,pot,win,win_prob,ev
K,None,SB,preflop,raise,3,7,1,0.5775000000000001,4.507500000000002
J,None,BB,preflop,fold,0,2,1,0.4365,0.873
J,None,BB,preflop,call,2,3,1,0.45,1.15
K,Q,SB,flop,call,2,9,0,0.6,5.8
K,J,BB,flop,fold,0,5,1,0.6013999999999999,3.0069999999999997
Q,None,SB,preflop,raise,2,9,1,0.525,4.825
Q,None,BB,preflop,check,0,2,0,0.5,1.0
J,Q,SB,flop,call,1,2,0,0.4,0.6000000000000002
Q,J,SB,flop,call,1,6,1,0.52,3.16
K,None,SB,preflop,call,2,5,0,0.55,2.9500000000000006
K,J,SB,flop,fold,0,7,1,0.6013999999999999,4.2097999999999995
Q,None,BB,preflop,raise,4,5,0,0.525,2.8250000000000006
K,None,SB,preflop,raise,2,8,1,0.5775000000000001,4.9300000000000015
Q,None,SB,preflop,call,1,7,0,0.5,3.5
K,None,SB,preflop,call,1,4,1,0.55,2.3
J,None,BB,preflop,raise,1,2,1,0.47250000000000003,0.89
J,None,BB,preflop,raise,1,7,1,0.47250000000000003,3.2525000000000004
Q,None,BB,preflop,call,1,9,0,0.5,4.5
J,Q,SB,flop,check,0,6,1,0.4,2.4000000000000004
Q,None,BB,preflop,check,0,3,1,0.5,1.5
Q,None,BB,preflop,call,1,3,0,0.5,1.5
Q,K,BB,flop,call,2,3,0,0.48,1.3599999999999999
K,None,SB,preflop,check,0,4,0,0.55,2.2
K,None,BB,preflop,raise,3,8,1,0.5775000000000001,5.085000000000001
J,None,SB,preflop,check,0,2,1,0.45,0.9
K,None,SB,preflop,call,2,6,0,0.55,3.5000000000000004
J,None,SB,preflop,fold,0,5,0,0.4365,2.1825
K,None,BB,preflop,call,1,7,0,0.55,3.95
J,Q,BB,flop,check,0,7,0,0.4,2.8000000000000003
J,J,SB,flop,raise,2,5,1,0.8400000000000001,5.5600000000000005
J,None,BB,preflop,check,0,9,1,0.45,4.05
J,None,SB,preflop,check,0,6,0,0.45,2.7
Q,None,SB,preflop,raise,3,6,1,0.525,3.3000000000000007
Q,None,SB,preflop,call,2,4,1,0.5,2.0
K,K,BB,flop,fold,0,2,0,0.776,1.552
J,None,BB,preflop,call,1,9,0,0.45,3.95
J,None,SB,preflop,raise,2,6,0,0.47250000000000003,2.7250000000000005
J,None,BB,preflop,call,1,7,0,0.45,3.05
Q,Q,SB,flop,fold,0,7,1,0.776,5.432
K,K,SB,flop,call,2,9,1,0.8,8.4
J,None,SB,preflop,check,0,3,0,0.45,1.35
J,J,SB,flop,raise,1,5,1,0.8400000000000001,4.880000000000001
Q,J,BB,flop,check,0,6,0,0.52,3.12
K,J,SB,flop,check,0,9,1,0.62,5.58
J,None,BB,preflop,call,2,7,0,0.45,2.9499999999999997
Q,K,SB,flop,fold,0,8,1,0.46559999999999996,3.7247999999999997
J,None,SB,preflop,fold,0,6,1,0.4365,2.6189999999999998
Q,None,BB,preflop,fold,0,7,0,0.485,3.395
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
Q,None,BB,preflop,check,0,3,0,0.5,1.5
Q,J,SB,flop,fold,0,3,1,0.5044,1.5131999999999999
J,None,SB,preflop,check,0,9,1,0.45,4.05
J,J,BB,flop,check,0,8,1,0.8,6.4
K,J,SB,flop,check,0,5,1,0.62,3.1
Q,J,SB,flop,check,0,6,1,0.52,3.12
Q,None,SB,preflop,check,0,2,1,0.5,1.0
Q,J,SB,flop,check,0,9,1,0.52,4.68
Q,None,SB,preflop,fold,0,8,0,0.485,3.88
J,None,BB,preflop,call,2,4,1,0.45,1.6
K,Q,BB,flop,call,2,2,0,0.6,1.5999999999999999
J,None,SB,preflop,call,1,3,1,0.45,1.25
Q,None,BB,preflop,check,0,5,1,0.5,2.5
K,J,SB,flop,raise,2,4,1,0.651,3.208
Q,K,SB,flop,fold,0,4,1,0.46559999999999996,1.8623999999999998
K,None,BB,preflop,call,2,2,0,0.55,1.3000000000000003
K,J,SB,flop,raise,2,8,0,0.651,5.811999999999999
Q,None,SB,preflop,call,2,3,0,0.5,1.5
K,None,BB,preflop,check,0,2,0,0.55,1.1
K,None,SB,preflop,raise,3,7,1,0.5775000000000001,4.507500000000002
J,Q,BB,flop,call,2,2,0,0.4,0.40000000000000013
J,None,BB,preflop,raise,1,7,1,0.47250000000000003,3.2525000000000004
J,None,BB,preflop,raise,4,3,1,0.47250000000000003,1.1975000000000002
J,Q,SB,flop,call,2,7,1,0.4,2.4000000000000004
Q,J,SB,flop,call,2,6,1,0.52,3.2
K,J,SB,flop,check,0,6,0,0.62,3.7199999999999998
Q,J,BB,flop,fold,0,4,0,0.5044,2.0176
Q,Q,SB,flop,raise,1,6,0,0.8400000000000001,5.720000000000001
K,None,SB,preflop,fold,0,4,0,0.5335,2.134
J,Q,BB,flop,raise,3,2,1,0.42000000000000004,0.3600000000000003
J,Q,BB,flop,raise,3,4,1,0.42000000000000004,1.2000000000000006
K,J,BB,flop,call,1,2,1,0.62,1.48
Q,None,BB,preflop,check,0,5,1,0.5,2.5
K,K,BB,flop,check,0,9,1,0.8,7.2
Q,K,BB,flop,check,0,4,0,0.48,1.92
Q,None,SB,preflop,fold,0,8,0,0.485,3.88
K,J,BB,flop,check,0,6,1,0.62,3.7199999999999998
Q,None,BB,preflop,fold,0,3,0,0.485,1.455
K,None,BB,preflop,raise,1,3,0,0.5775000000000001,1.8875000000000006
J,None,SB,preflop,fold,0,8,0,0.4365,3.492
Q,None,BB,preflop,check,0,4,0,0.5,2.0
Q,K,BB,flop,raise,1,6,0,0.504,3.032
K,None,SB,preflop,call,2,9,1,0.55,5.15
J,J,SB,flop,fold,0,8,1,0.776,6.208
Q,None,SB,preflop,fold,0,2,1,0.485,0.97
J,None,BB,preflop,raise,1,6,0,0.47250000000000003,2.7800000000000002
J,K,BB,flop,check,0,5,0,0.38,1.9
K,J,SB,flop,raise,3,5,1,0.651,4.1610000000000005
Q,None,SB,preflop,raise,1,7,1,0.525,3.725
J,None,BB,preflop,call,2,9,1,0.45,3.85
Q,None,BB,preflop,fold,0,4,1,0.485,1.94
Q,J,SB,flop,call,2,3,0,0.52,1.6400000000000001
J,None,SB,preflop,raise,1,4,1,0.47250000000000003,1.8350000000000004
J,Q,BB,flop,raise,2,7,0,0.42000000000000004,2.62
J,Q,BB,flop,check,0,3,0,0.4,1.2000000000000002
J,None,SB,preflop,check,0,7,0,0.45,3.15
K,None,SB,preflop,raise,2,2,0,0.5775000000000001,1.4650000000000007
Q,J,SB,flop,check,0,9,0,0.52,4.68
K,Q,BB,flop,call,2,7,1,0.6,4.6
Q,Q,BB,flop,raise,3,7,1,0.8400000000000001,7.920000000000001
K,None,SB,preflop,raise,4,4,1,0.5775000000000001,2.9300000000000015
J,None,SB,preflop,fold,0,5,0,0.4365,2.1825
J,J,BB,flop,raise,4,3,1,0.8400000000000001,5.240000000000001
J,None,SB,preflop,call,2,9,1,0.45,3.85
Q,None,BB,preflop,raise,1,8,1,0.525,4.250000000000001
J,Q,SB,flop,call,1,3,0,0.4,1.0
Q,None,SB,preflop,raise,3,5,0,0.525,2.7750000000000004
K,None,SB,preflop,raise,3,4,1,0.5775000000000001,2.775000000000001
J,None,SB,preflop,raise,3,8,0,0.47250000000000003,3.6150000000000007
K,Q,BB,flop,raise,1,2,1,0.63,1.52
Q,None,BB,preflop,raise,4,9,1,0.525,4.925000000000001
K,Q,BB,flop,raise,3,2,1,0.63,2.04
Q,None,BB,preflop,fold,0,9,1,0.485,4.365
Q,None,SB,preflop,check,0,8,1,0.5,4.0
K,None,SB,preflop,check,0,4,0,0.55,2.2
Q,K,BB,flop,fold,0,3,1,0.46559999999999996,1.3967999999999998
J,None,SB,preflop,call,1,8,0,0.45,3.5
Q,Q,BB,flop,raise,3,2,1,0.8400000000000001,3.7200000000000006
K,None,BB,preflop,call,1,9,0,0.55,5.05
K,J,SB,flop,call,1,9,0,0.62,5.82
K,J,SB,flop,raise,3,7,0,0.651,5.463
K,None,SB,preflop,fold,0,8,0,0.5335,4.268
J,K,SB,flop,fold,0,9,0,0.3686,3.3173999999999997
J,None,BB,preflop,call,1,4,1,0.45,1.7
J,Q,BB,flop,raise,3,5,0,0.42000000000000004,1.6200000000000006
Q,None,BB,preflop,check,0,5,1,0.5,2.5
Q,None,BB,preflop,call,2,9,0,0.5,4.5
J,None,SB,preflop,raise,4,8,0,0.47250000000000003,3.56
J,None,BB,preflop,raise,3,6,0,0.47250000000000003,2.6700000000000004
K,None,SB,preflop,raise,1,5,0,0.5775000000000001,3.042500000000001
K,None,SB,preflop,raise,2,8,0,0.5775000000000001,4.9300000000000015
J,None,BB,preflop,call,1,2,0,0.45,0.8
Q,Q,SB,flop,raise,1,2,1,0.8400000000000001,2.3600000000000003
Q,K,SB,flop,call,1,9,0,0.48,4.279999999999999
Q,None,SB,preflop,call,1,3,0,0.5,1.5
J,None,SB,preflop,check,0,6,0,0.45,2.7
K,J,SB,flop,raise,2,3,0,0.651,2.557
Q,None,BB,preflop,fold,0,2,0,0.485,0.97
K,K,SB,flop,raise,4,9,0,0.8400000000000001,10.280000000000001
Q,None,BB,preflop,fold,0,8,0,0.485,3.88
K,None,SB,preflop,raise,4,8,1,0.5775000000000001,5.240000000000002
K,J,SB,flop,fold,0,6,1,0.6013999999999999,3.6083999999999996
J,J,BB,flop,raise,1,9,1,0.8400000000000001,8.24
Q,K,SB,flop,call,1,9,1,0.48,4.279999999999999
Q,None,BB,preflop,check,0,5,1,0.5,2.5
J,None,SB,preflop,call,2,6,1,0.45,2.5
K,None,SB,preflop,raise,1,7,0,0.5775000000000001,4.197500000000002
Q,None,BB,preflop,raise,1,3,1,0.525,1.625
J,K,SB,flop,call,2,5,0,0.38,1.4200000000000002
J,None,SB,preflop,raise,3,8,1,0.47250000000000003,3.6150000000000007
K,None,SB,preflop,call,1,9,1,0.55,5.05
K,None,SB,preflop,fold,0,4,1,0.5335,2.134
K,Q,BB,flop,call,2,5,1,0.6,3.4000000000000004
J,Q,SB,flop,check,0,6,1,0.4,2.4000000000000004
J,None,SB,preflop,raise,1,4,0,0.47250000000000003,1.8350000000000004
K,None,BB,preflop,check,0,6,0,0.55,3.3000000000000003
K,None,SB,preflop,call,1,2,0,0.55,1.2000000000000002
Q,K,SB,flop,call,2,5,1,0.48,2.32
J,None,BB,preflop,check,0,5,0,0.45,2.25
K,Q,SB,flop,fold,0,3,0,0.582,1.746
J,None,BB,preflop,check,0,2,0,0.45,0.9
J,None,BB,preflop,fold,0,5,0,0.4365,2.1825
Q,None,BB,preflop,fold,0,3,0,0.485,1.455
K,None,BB,preflop,call,1,4,1,0.55,2.3
K,J,SB,flop,raise,4,3,0,0.651,3.1610000000000005
Q,K,BB,flop,call,2,8,0,0.48,3.76
J,K,SB,flop,check,0,9,0,0.38,3.42
J,None,BB,preflop,fold,0,8,0,0.4365,3.492
Q,None,BB,preflop,call,1,3,0,0.5,1.5
K,J,SB,flop,fold,0,9,0,0.6013999999999999,5.412599999999999
J,None,BB,preflop,call,1,5,0,0.45,2.1500000000000004
K,K,SB,flop,raise,2,8,1,0.8400000000000001,8.08
K,None,BB,preflop,raise,2,2,1,0.5775000000000001,1.4650000000000007
K,None,SB,preflop,call,2,4,0,0.55,2.4000000000000004
J,J,SB,flop,call,2,5,1,0.8,5.200000000000001
J,K,BB,flop,call,2,3,1,0.38,0.6599999999999999
Q,Q,SB,flop,raise,2,5,1,0.8400000000000001,5.5600000000000005
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
K,None,SB,preflop,fold,0,4,0,0.5335,2.134
K,K,BB,flop,raise,2,6,0,0.8400000000000001,6.4
Q,None,SB,preflop,check,0,7,1,0.5,3.5
K,J,BB,flop,check,0,8,1,0.62,4.96
K,K,BB,flop,check,0,3,0,0.8,2.4000000000000004
J,Q,SB,flop,check,0,6,0,0.4,2.4000000000000004
K,None,BB,preflop,check,0,4,0,0.55,2.2
Q,None,BB,preflop,call,1,4,1,0.5,2.0
J,None,SB,preflop,raise,2,7,1,0.47250000000000003,3.1975000000000007
J,None,BB,preflop,call,1,4,0,0.45,1.7
Q,None,BB,preflop,call,2,6,0,0.5,3.0
K,K,SB,flop,raise,1,3,0,0.8400000000000001,3.2
Q,None,SB,preflop,call,2,7,0,0.5,3.5
J,None,SB,preflop,raise,2,7,0,0.47250000000000003,3.1975000000000007
J,None,BB,preflop,call,2,5,1,0.45,2.05
Q,None,BB,preflop,raise,4,4,0,0.525,2.3000000000000003
K,None,BB,preflop,check,0,2,1,0.55,1.1
Q,K,BB,flop,check,0,5,0,0.48,2.4
K,K,SB,flop,raise,2,5,1,0.8400000000000001,5.5600000000000005
J,J,SB,flop,raise,1,3,0,0.8400000000000001,3.2
K,None,BB,preflop,raise,1,3,1,0.5775000000000001,1.8875000000000006
K,Q,BB,flop,check,0,3,0,0.6,1.7999999999999998
K,None,BB,preflop,call,1,4,0,0.55,2.3
Q,K,BB,flop,raise,3,3,1,0.504,1.536
J,Q,SB,flop,check,0,2,0,0.4,0.8
Q,None,SB,preflop,raise,3,8,0,0.525,4.3500000000000005
Q,None,BB,preflop,check,0,3,1,0.5,1.5
Q,J,BB,flop,raise,2,3,1,0.546,1.8220000000000005
Q,J,BB,flop,fold,0,3,1,0.5044,1.5131999999999999
K,None,BB,preflop,raise,4,6,1,0.5775000000000001,4.085000000000002
K,None,SB,preflop,call,1,2,0,0.55,1.2000000000000002
Q,None,BB,preflop,fold,0,4,0,0.485,1.94
J,None,BB,preflop,check,0,4,0,0.45,1.8
K,None,BB,preflop,raise,2,7,1,0.5775000000000001,4.352500000000002
J,None,BB,preflop,call,1,5,1,0.45,2.1500000000000004
J,K,SB,flop,fold,0,3,0,0.3686,1.1058
Q,None,BB,preflop,check,0,2,0,0.5,1.0
J,J,SB,flop,fold,0,2,0,0.776,1.552
Q,None,SB,preflop,check,0,9,1,0.5,4.5
Q,None,BB,preflop,call,2,4,1,0.5,2.0
K,None,BB,preflop,raise,1,6,1,0.5775000000000001,3.6200000000000006
K,None,SB,preflop,call,2,9,0,0.55,5.15
Q,None,BB,preflop,raise,4,6,1,0.525,3.35
J,None,BB,preflop,call,1,2,1,0.45,0.8
J,None,SB,preflop,call,2,4,0,0.45,1.6
K,None,BB,preflop,raise,4,2,1,0.5775000000000001,1.7750000000000012
Q,None,SB,preflop,fold,0,9,1,0.485,4.365
Q,Q,BB,flop,call,1,3,1,0.8,3.0
K,Q,BB,flop,raise,1,2,0,0.63,1.52
Q,None,SB,preflop,call,2,3,0,0.5,1.5
Q,K,BB,flop,check,0,8,1,0.48,3.84
K,None,BB,preflop,raise,4,4,0,0.5775000000000001,2.9300000000000015
J,None,BB,preflop,raise,3,8,1,0.47250000000000003,3.6150000000000007
J,J,BB,flop,call,1,2,0,0.8,2.2
K,Q,BB,flop,call,1,7,1,0.6,4.3999999999999995
J,None,BB,preflop,fold,0,7,1,0.4365,3.0555
K,None,BB,preflop,call,1,9,0,0.55,5.05
J,Q,SB,flop,raise,4,7,1,0.42000000000000004,2.3000000000000003
K,Q,BB,flop,call,2,8,1,0.6,5.2
Q,None,SB,preflop,fold,0,8,0,0.485,3.88
J,J,BB,flop,raise,3,7,1,0.8400000000000001,7.920000000000001
J,J,BB,flop,check,0,3,1,0.8,2.4000000000000004
K,J,SB,flop,call,1,5,0,0.62,3.34
Q,None,SB,preflop,raise,3,5,1,0.525,2.7750000000000004
Q,K,BB,flop,fold,0,5,1,0.46559999999999996,2.328
J,J,SB,flop,call,1,6,1,0.8,5.4
K,K,BB,flop,raise,3,6,1,0.8400000000000001,7.080000000000001
J,None,SB,preflop,raise,3,3,1,0.47250000000000003,1.2525
K,J,BB,flop,call,1,2,1,0.62,1.48
Q,None,BB,preflop,fold,0,3,0,0.485,1.455
Q,None,BB,preflop,fold,0,6,0,0.485,2.91
J,None,BB,preflop,call,1,4,1,0.45,1.7
Q,None,SB,preflop,fold,0,6,0,0.485,2.91
K,K,SB,flop,check,0,9,1,0.8,7.2
Q,J,SB,flop,raise,1,8,0,0.546,4.460000000000001
K,None,SB,preflop,raise,1,8,0,0.5775000000000001,4.775000000000002
Q,J,SB,flop,check,0,9,0,0.52,4.68
J,J,BB,flop,raise,3,4,1,0.8400000000000001,5.400000000000001
J,None,SB,preflop,raise,3,5,0,0.47250000000000003,2.1975000000000002
J,K,SB,flop,check,0,2,0,0.38,0.76
Q,J,SB,flop,raise,3,9,1,0.546,5.19
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
J,None,SB,preflop,raise,3,5,1,0.47250000000000003,2.1975000000000002
J,None,BB,preflop,check,0,3,1,0.45,1.35
K,None,SB,preflop,fold,0,9,1,0.5335,4.8015
K,None,SB,preflop,call,1,7,0,0.55,3.95
K,K,BB,flop,fold,0,2,1,0.776,1.552
K,J,SB,flop,call,2,6,0,0.62,4.2
J,J,SB,flop,check,0,2,1,0.8,1.6
Q,Q,BB,flop,raise,1,3,0,0.8400000000000001,3.2
K,J,BB,flop,check,0,4,1,0.62,2.48
K,J,BB,flop,fold,0,2,1,0.6013999999999999,1.2027999999999999
Q,None,BB,preflop,check,0,3,1,0.5,1.5
K,None,SB,preflop,raise,4,9,0,0.5775000000000001,5.817500000000003
J,K,SB,flop,call,2,6,1,0.38,1.8
J,K,SB,flop,call,2,7,1,0.38,2.1799999999999997
K,None,SB,preflop,check,0,7,1,0.55,3.8500000000000005
Q,None,SB,preflop,raise,1,3,0,0.525,1.625
K,None,SB,preflop,check,0,5,0,0.55,2.75
J,None,BB,preflop,raise,1,5,1,0.47250000000000003,2.3075
Q,None,SB,preflop,call,1,9,0,0.5,4.5
J,Q,BB,flop,check,0,5,0,0.4,2.0
Q,K,SB,flop,fold,0,2,0,0.46559999999999996,0.9311999999999999
K,None,SB,preflop,check,0,2,0,0.55,1.1
Q,None,SB,preflop,call,1,4,1,0.5,2.0
K,K,BB,flop,raise,3,5,1,0.8400000000000001,6.240000000000001
K,None,SB,preflop,call,1,9,1,0.55,5.05
Q,Q,SB,flop,raise,3,9,1,0.8400000000000001,9.600000000000001
J,None,SB,preflop,call,2,4,1,0.45,1.6
Q,None,BB,preflop,check,0,3,1,0.5,1.5
J,None,BB,preflop,check,0,6,1,0.45,2.7
K,J,SB,flop,check,0,9,1,0.62,5.58
J,None,SB,preflop,call,1,2,0,0.45,0.8
Q,K,SB,flop,check,0,8,0,0.48,3.84
J,J,SB,flop,call,1,6,1,0.8,5.4
Q,J,BB,flop,raise,3,3,1,0.546,1.9140000000000004
Q,Q,BB,flop,call,2,6,1,0.8,6.0
Q,None,SB,preflop,raise,4,4,0,0.525,2.3000000000000003
J,None,SB,preflop,check,0,7,0,0.45,3.15
J,None,BB,preflop,call,2,5,1,0.45,2.05
K,None,BB,preflop,fold,0,3,1,0.5335,1.6004999999999998
J,None,BB,preflop,call,2,2,0,0.45,0.7
Q,K,BB,flop,raise,3,5,0,0.504,2.544
J,None,BB,preflop,fold,0,9,0,0.4365,3.9285
Q,None,SB,preflop,raise,3,3,0,0.525,1.7250000000000005
K,J,BB,flop,check,0,6,1,0.62,3.7199999999999998
J,None,SB,preflop,check,0,7,1,0.45,3.15
J,Q,SB,flop,call,2,9,1,0.4,3.2
K,Q,BB,flop,check,0,3,1,0.6,1.7999999999999998
K,None,SB,preflop,check,0,8,1,0.55,4.4
Q,None,SB,preflop,raise,1,5,1,0.525,2.6750000000000003
J,None,SB,preflop,check,0,4,0,0.45,1.8
Q,None,SB,preflop,check,0,7,0,0.5,3.5
J,None,SB,preflop,call,1,9,1,0.45,3.95
Q,None,BB,preflop,call,2,4,0,0.5,2.0
K,None,BB,preflop,call,1,6,0,0.55,3.4000000000000004
Q,None,SB,preflop,raise,2,8,0,0.525,4.3
K,None,BB,preflop,call,1,5,1,0.55,2.8500000000000005
K,J,BB,flop,fold,0,6,0,0.6013999999999999,3.6083999999999996
Q,K,SB,flop,check,0,7,0,0.48,3.36
J,None,BB,preflop,raise,2,5,0,0.47250000000000003,2.2525000000000004
J,None,SB,preflop,raise,3,7,1,0.47250000000000003,3.1425000000000005
K,Q,BB,flop,check,0,6,0,0.6,3.5999999999999996
K,K,SB,flop,raise,1,3,1,0.8400000000000001,3.2
Q,None,SB,preflop,fold,0,9,1,0.485,4.365
Q,None,SB,preflop,fold,0,4,0,0.485,1.94
Q,None,SB,preflop,fold,0,5,1,0.485,2.425
K,None,BB,preflop,fold,0,5,0,0.5335,2.6675
K,None,BB,preflop,raise,3,4,1,0.5775000000000001,2.775000000000001
J,None,BB,preflop,call,2,8,1,0.45,3.4
J,None,SB,preflop,check,0,3,1,0.45,1.35
K,J,SB,flop,raise,3,8,1,0.651,6.114000000000001
J,None,SB,preflop,call,1,7,1,0.45,3.05
J,None,SB,preflop,raise,4,5,0,0.47250000000000003,2.1425000000000005
J,K,SB,flop,call,2,6,1,0.38,1.8
J,None,BB,preflop,call,2,4,1,0.45,1.6
Q,None,BB,preflop,raise,3,6,0,0.525,3.3000000000000007
Q,None,BB,preflop,raise,4,2,0,0.525,1.2500000000000004
Q,None,BB,preflop,call,1,7,1,0.5,3.5
J,None,BB,preflop,fold,0,9,1,0.4365,3.9285
K,K,SB,flop,raise,1,9,0,0.8400000000000001,8.24
K,K,SB,flop,call,2,5,1,0.8,5.200000000000001
J,None,BB,preflop,raise,1,8,0,0.47250000000000003,3.7250000000000005
Q,None,SB,preflop,raise,2,2,0,0.525,1.1500000000000001
K,None,SB,preflop,call,2,7,1,0.55,4.050000000000001
Q,None,BB,preflop,raise,2,6,1,0.525,3.25
K,None,BB,preflop,raise,3,8,0,0.5775000000000001,5.085000000000001
Q,K,BB,flop,call,2,4,1,0.48,1.8399999999999999
Q,None,BB,preflop,call,1,7,0,0.5,3.5
J,None,BB,preflop,fold,0,2,1,0.4365,0.873
Q,None,BB,preflop,fold,0,3,0,0.485,1.455
K,None,BB,preflop,call,2,8,1,0.55,4.6
K,K,BB,flop,raise,3,3,1,0.8400000000000001,4.560000000000001
J,None,BB,preflop,call,2,7,0,0.45,2.9499999999999997
J,K,BB,flop,check,0,8,1,0.38,3.04
Q,None,BB,preflop,call,2,2,1,0.5,1.0
Q,K,SB,flop,raise,2,5,0,0.504,2.536
Q,None,BB,preflop,check,0,2,0,0.5,1.0
Q,None,BB,preflop,call,1,5,0,0.5,2.5
Q,None,SB,preflop,fold,0,6,0,0.485,2.91
J,None,SB,preflop,call,1,2,0,0.45,0.8
J,K,SB,flop,check,0,2,0,0.38,0.76
Q,K,SB,flop,call,2,8,1,0.48,3.76
J,J,BB,flop,call,2,7,1,0.8,6.800000000000001
K,J,BB,flop,call,2,3,1,0.62,2.34
Q,None,BB,preflop,raise,3,7,0,0.525,3.825
Q,K,BB,flop,raise,4,2,1,0.504,1.04
K,None,BB,preflop,raise,3,6,0,0.5775000000000001,3.930000000000002
K,J,BB,flop,raise,4,9,1,0.651,7.067000000000001
Q,None,SB,preflop,check,0,4,1,0.5,2.0
K,J,BB,flop,fold,0,2,1,0.6013999999999999,1.2027999999999999
K,None,SB,preflop,call,2,3,1,0.55,1.85
J,K,BB,flop,raise,4,9,1,0.399,2.7830000000000004
Q,K,SB,flop,raise,2,8,1,0.504,4.048
Q,None,BB,preflop,call,1,3,1,0.5,1.5
K,None,SB,preflop,call,1,6,1,0.55,3.4000000000000004
J,None,BB,preflop,check,0,7,0,0.45,3.15
J,Q,SB,flop,call,2,4,1,0.4,1.2000000000000004
J,J,BB,flop,fold,0,5,1,0.776,3.88
Q,None,BB,preflop,raise,2,6,1,0.525,3.25
K,None,SB,preflop,raise,1,4,0,0.5775000000000001,2.4650000000000007
J,None,BB,preflop,raise,1,5,1,0.47250000000000003,2.3075
Q,K,BB,flop,check,0,2,1,0.48,0.96
J,None,BB,preflop,check,0,5,0,0.45,2.25
Q,None,SB,preflop,raise,3,6,1,0.525,3.3000000000000007
K,None,SB,preflop,fold,0,7,0,0.5335,3.7344999999999997
K,K,SB,flop,raise,4,6,0,0.8400000000000001,7.760000000000001
K,None,BB,preflop,raise,2,7,1,0.5775000000000001,4.352500000000002
K,None,SB,preflop,call,2,5,0,0.55,2.9500000000000006
J,None,BB,preflop,raise,3,7,1,0.47250000000000003,3.1425000000000005
J,None,BB,preflop,raise,1,4,0,0.47250000000000003,1.8350000000000004
Q,Q,BB,flop,call,1,2,1,0.8,2.2
Q,None,BB,preflop,check,0,3,0,0.5,1.5
Q,Q,SB,flop,call,1,2,1,0.8,2.2
K,None,BB,preflop,raise,4,4,1,0.5775000000000001,2.9300000000000015
K,K,SB,flop,raise,2,3,1,0.8400000000000001,3.8800000000000003
Q,J,SB,flop,check,0,4,1,0.52,2.08
Q,None,SB,preflop,check,0,8,0,0.5,4.0
K,J,SB,flop,raise,2,5,1,0.651,3.8590000000000004
J,J,BB,flop,check,0,6,1,0.8,4.800000000000001
Q,None,BB,preflop,call,1,7,0,0.5,3.5
J,None,SB,preflop,call,1,3,0,0.45,1.25
Q,K,BB,flop,raise,4,9,1,0.504,4.568
K,None,BB,preflop,call,1,2,1,0.55,1.2000000000000002
J,Q,SB,flop,check,0,4,0,0.4,1.6
J,None,SB,preflop,check,0,7,0,0.45,3.15
Q,None,BB,preflop,fold,0,8,0,0.485,3.88
J,K,SB,flop,fold,0,9,0,0.3686,3.3173999999999997
J,None,BB,preflop,raise,1,8,0,0.47250000000000003,3.7250000000000005
Q,None,BB,preflop,raise,1,5,1,0.525,2.6750000000000003
Q,None,SB,preflop,check,0,3,0,0.5,1.5
K,None,BB,preflop,raise,2,4,1,0.5775000000000001,2.620000000000001
Q,Q,SB,flop,call,1,2,1,0.8,2.2
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
J,J,BB,flop,raise,2,5,1,0.8400000000000001,5.5600000000000005
Q,K,SB,flop,fold,0,7,0,0.46559999999999996,3.2592
J,K,SB,flop,call,1,3,0,0.38,0.9
Q,None,BB,preflop,call,2,4,1,0.5,2.0
J,None,SB,preflop,raise,3,3,0,0.47250000000000003,1.2525
K,None,SB,preflop,check,0,5,1,0.55,2.75
J,K,SB,flop,check,0,8,0,0.38,3.04
Q,K,SB,flop,raise,1,8,0,0.504,4.039999999999999
Q,K,BB,flop,raise,1,5,1,0.504,2.528
K,None,SB,preflop,call,1,7,1,0.55,3.95
J,K,SB,flop,call,1,7,1,0.38,2.42
Q,K,BB,flop,raise,2,3,0,0.504,1.528
J,Q,BB,flop,call,1,7,0,0.4,2.6
K,K,SB,flop,call,1,3,1,0.8,3.0
J,None,BB,preflop,raise,3,8,0,0.47250000000000003,3.6150000000000007
Q,Q,SB,flop,raise,4,4,1,0.8400000000000001,6.080000000000001
K,None,BB,preflop,check,0,9,1,0.55,4.95
J,None,BB,preflop,raise,3,5,0,0.47250000000000003,2.1975000000000002
Q,Q,SB,flop,raise,1,3,0,0.8400000000000001,3.2
Q,None,SB,preflop,raise,3,2,1,0.525,1.2000000000000002
Q,K,SB,flop,raise,4,5,1,0.504,2.5519999999999996
K,J,SB,flop,check,0,3,1,0.62,1.8599999999999999
J,K,BB,flop,fold,0,6,0,0.3686,2.2116
J,J,SB,flop,raise,4,5,1,0.8400000000000001,6.920000000000001
K,None,BB,preflop,fold,0,7,0,0.5335,3.7344999999999997
J,None,BB,preflop,fold,0,8,1,0.4365,3.492
Q,None,BB,preflop,raise,4,4,0,0.525,2.3000000000000003
Q,None,BB,preflop,raise,4,6,0,0.525,3.35
K,K,BB,flop,raise,3,2,0,0.8400000000000001,3.7200000000000006
J,J,BB,flop,call,2,9,1,0.8,8.4
J,None,BB,preflop,raise,4,6,0,0.47250000000000003,2.6150000000000007
J,None,BB,preflop,call,1,8,0,0.45,3.5
J,None,BB,preflop,raise,4,2,0,0.47250000000000003,0.7250000000000001
